date,city,blood_bank,blood_group,units_available,thalassemia_units_required
2025-06-03,Ujjain,City Care Blood Bank,AB-,4,2
2025-06-03,Ujjain,City Care Blood Bank,O+,28,5
2025-06-03,Ujjain,City Care Blood Bank,O-,8,2
2025-06-03,Ujjain,LifeLine Blood Center,A+,8,7
2025-06-03,Ujjain,LifeLine Blood Center,A-,12,4
2025-06-03,Ujjain,LifeLine Blood Center,B+,33,1
2025-06-03,Ujjain,LifeLine Blood Center,B-,10,1
2025-06-03,Ujjain,LifeLine Blood Center,AB+,28,2
2025-06-03,Ujjain,LifeLine Blood Center,AB-,12,7
2025-06-03,Ujjain,LifeLine Blood Center,O+,44,6
2025-06-03,Ujjain,LifeLine Blood Center,O-,0,3
2025-06-03,Ujjain,Hope Blood Bank,A+,27,2
2025-06-03,Ujjain,Hope Blood Bank,A-,21,8
2025-06-03,Ujjain,Hope Blood Bank,B+,41,10
2025-06-03,Ujjain,Hope Blood Bank,B-,6,3
2025-06-03,Ujjain,Hope Blood Bank,AB+,13,0
2025-06-03,Ujjain,Hope Blood Bank,AB-,12,6
2025-06-03,Ujjain,Hope Blood Bank,O+,9,6
2025-06-03,Ujjain,Hope Blood Bank,O-,11,0
2025-06-03,Ujjain,Metro Blood Bank,A+,34,3
2025-06-03,Ujjain,Metro Blood Bank,A-,5,3
2025-06-03,Ujjain,Metro Blood Bank,B+,76,9
2025-06-03,Ujjain,Metro Blood Bank,B-,6,2
2025-06-03,Ujjain,Metro Blood Bank,AB+,69,6
2025-06-03,Ujjain,Metro Blood Bank,AB-,1,0
2025-06-03,Ujjain,Metro Blood Bank,O+,72,1
2025-06-03,Ujjain,Metro Blood Bank,O-,13,2
2025-06-03,Sagar,Red Cross Blood Bank,A+,84,7
2025-06-03,Sagar,Red Cross Blood Bank,A-,25,4
2025-06-03,Sagar,Red Cross Blood Bank,B+,78,2
2025-06-03,Sagar,Red Cross Blood Bank,B-,12,9
2025-06-03,Sagar,Red Cross Blood Bank,AB+,48,5
2025-06-03,Sagar,Red Cross Blood Bank,AB-,0,4
2025-06-03,Sagar,Red Cross Blood Bank,O+,77,0
2025-06-03,Sagar,Red Cross Blood Bank,O-,17,6
2025-06-03,Sagar,City Care Blood Bank,A+,40,10
2025-06-03,Sagar,City Care Blood Bank,A-,5,6
2025-06-03,Sagar,City Care Blood Bank,B+,73,2
2025-06-03,Sagar,City Care Blood Bank,B-,5,3
2025-06-03,Sagar,City Care Blood Bank,AB+,20,10
2025-06-03,Sagar,City Care Blood Bank,AB-,5,9
2025-06-03,Sagar,City Care Blood Bank,O+,44,8
2025-06-03,Sagar,City Care Blood Bank,O-,9,9
2025-06-03,Sagar,LifeLine Blood Center,A+,68,0
2025-06-03,Sagar,LifeLine Blood Center,A-,5,1
2025-06-03,Sagar,LifeLine Blood Center,B+,38,9
2025-06-03,Sagar,LifeLine Blood Center,B-,21,6
2025-06-03,Sagar,LifeLine Blood Center,AB+,75,5
2025-06-03,Sagar,LifeLine Blood Center,AB-,7,7
2025-06-03,Sagar,LifeLine Blood Center,O+,46,3
2025-06-03,Sagar,LifeLine Blood Center,O-,10,8
2025-06-03,Sagar,Hope Blood Bank,A+,25,2
2025-06-03,Sagar,Hope Blood Bank,A-,20,7
2025-06-03,Sagar,Hope Blood Bank,B+,20,9
2025-06-03,Sagar,Hope Blood Bank,B-,16,10
2025-06-03,Sagar,Hope Blood Bank,AB+,79,0
2025-06-03,Sagar,Hope Blood Bank,AB-,16,0
2025-06-03,Sagar,Hope Blood Bank,O+,25,6
2025-06-03,Sagar,Hope Blood Bank,O-,2,5
2025-06-03,Sagar,Metro Blood Bank,A+,58,1
2025-06-03,Sagar,Metro Blood Bank,A-,11,10
2025-06-03,Sagar,Metro Blood Bank,B+,58,10
2025-06-03,Sagar,Metro Blood Bank,B-,22,9
2025-06-03,Sagar,Metro Blood Bank,AB+,54,8
2025-06-03,Sagar,Metro Blood Bank,AB-,8,9
2025-06-03,Sagar,Metro Blood Bank,O+,67,0
2025-06-03,Sagar,Metro Blood Bank,O-,11,3
2025-06-04,Bhopal,Red Cross Blood Bank,A+,100,0
2025-06-04,Bhopal,Red Cross Blood Bank,A-,18,7
2025-06-04,Bhopal,Red Cross Blood Bank,B+,75,1
2025-06-04,Bhopal,Red Cross Blood Bank,B-,6,4
2025-06-04,Bhopal,Red Cross Blood Bank,AB+,21,4
2025-06-04,Bhopal,Red Cross Blood Bank,AB-,3,4
2025-06-04,Bhopal,Red Cross Blood Bank,O+,53,1
2025-06-04,Bhopal,Red Cross Blood Bank,O-,21,5
2025-06-04,Bhopal,City Care Blood Bank,A+,88,2
2025-06-04,Bhopal,City Care Blood Bank,A-,12,9
2025-06-04,Bhopal,City Care Blood Bank,B+,18,8
2025-06-04,Bhopal,City Care Blood Bank,B-,26,5
2025-06-04,Bhopal,City Care Blood Bank,AB+,46,10
2025-06-04,Bhopal,City Care Blood Bank,AB-,25,9
2025-06-04,Bhopal,City Care Blood Bank,O+,118,9
2025-06-04,Bhopal,City Care Blood Bank,O-,8,3
2025-06-04,Bhopal,LifeLine Blood Center,A+,91,3
2025-06-04,Bhopal,LifeLine Blood Center,A-,28,5
2025-06-04,Bhopal,LifeLine Blood Center,B+,53,8
2025-06-04,Bhopal,LifeLine Blood Center,B-,33,2
2025-06-04,Bhopal,LifeLine Blood Center,AB+,80,5
2025-06-04,Bhopal,LifeLine Blood Center,AB-,0,2
2025-06-04,Bhopal,LifeLine Blood Center,O+,25,9
2025-06-04,Bhopal,LifeLine Blood Center,O-,0,5
2025-06-04,Bhopal,Hope Blood Bank,A+,13,7
2025-06-04,Bhopal,Hope Blood Bank,A-,37,1
2025-06-04,Bhopal,Hope Blood Bank,B+,81,10
2025-06-04,Bhopal,Hope Blood Bank,B-,21,6
2025-06-04,Bhopal,Hope Blood Bank,AB+,21,8
2025-06-04,Bhopal,Hope Blood Bank,AB-,23,5
2025-06-04,Bhopal,Hope Blood Bank,O+,37,5
2025-06-04,Bhopal,Hope Blood Bank,O-,12,8
2025-06-04,Bhopal,Metro Blood Bank,A+,90,6
2025-06-04,Bhopal,Metro Blood Bank,A-,7,4
2025-06-04,Bhopal,Metro Blood Bank,B+,101,2
2025-06-04,Bhopal,Metro Blood Bank,B-,32,10
2025-06-04,Bhopal,Metro Blood Bank,AB+,121,3
2025-06-04,Bhopal,Metro Blood Bank,AB-,11,3
2025-06-04,Bhopal,Metro Blood Bank,O+,20,10
2025-06-04,Bhopal,Metro Blood Bank,O-,16,10
2025-06-04,Indore,Red Cross Blood Bank,A+,18,9
2025-06-04,Indore,Red Cross Blood Bank,A-,16,1
2025-06-04,Indore,Red Cross Blood Bank,B+,116,9
2025-06-04,Indore,Red Cross Blood Bank,B-,6,6
2025-06-04,Indore,Red Cross Blood Bank,AB+,28,9
2025-06-04,Indore,Red Cross Blood Bank,AB-,6,2
2025-06-04,Indore,Red Cross Blood Bank,O+,67,5
2025-06-04,Indore,Red Cross Blood Bank,O-,19,0
2025-06-04,Indore,City Care Blood Bank,A+,57,7
2025-06-04,Indore,City Care Blood Bank,A-,14,1
2025-06-04,Indore,City Care Blood Bank,B+,14,1
2025-06-04,Indore,City Care Blood Bank,B-,10,9
2025-06-04,Indore,City Care Blood Bank,AB+,12,0
2025-06-04,Indore,City Care Blood Bank,AB-,19,5
2025-06-04,Indore,City Care Blood Bank,O+,82,2
2025-06-04,Indore,City Care Blood Bank,O-,16,4
2025-06-04,Indore,LifeLine Blood Center,A+,50,5
2025-06-04,Indore,LifeLine Blood Center,A-,34,9
2025-06-04,Indore,LifeLine Blood Center,B+,118,7
2025-06-04,Indore,LifeLine Blood Center,B-,16,1
2025-06-04,Indore,LifeLine Blood Center,AB+,97,1
2025-06-04,Indore,LifeLine Blood Center,AB-,20,4
2025-06-04,Indore,LifeLine Blood Center,O+,37,5
2025-06-04,Indore,LifeLine Blood Center,O-,21,7
2025-06-04,Indore,Hope Blood Bank,A+,61,8
2025-06-04,Indore,Hope Blood Bank,A-,18,9
2025-06-04,Indore,Hope Blood Bank,B+,16,10
2025-06-04,Indore,Hope Blood Bank,B-,32,7
2025-06-04,Indore,Hope Blood Bank,AB+,109,4
2025-06-04,Indore,Hope Blood Bank,AB-,12,1
2025-06-04,Indore,Hope Blood Bank,O+,90,4
2025-06-04,Indore,Hope Blood Bank,O-,9,0
2025-06-04,Indore,Metro Blood Bank,A+,108,7
2025-06-04,Indore,Metro Blood Bank,A-,6,0
2025-06-04,Indore,Metro Blood Bank,B+,58,5
2025-06-04,Indore,Metro Blood Bank,B-,30,10
2025-06-04,Indore,Metro Blood Bank,AB+,102,1
2025-06-04,Indore,Metro Blood Bank,AB-,6,2
2025-06-04,Indore,Metro Blood Bank,O+,51,2
2025-06-04,Indore,Metro Blood Bank,O-,20,1
2025-06-04,Jabalpur,Red Cross Blood Bank,A+,71,8
2025-06-04,Jabalpur,Red Cross Blood Bank,A-,19,4
2025-06-04,Jabalpur,Red Cross Blood Bank,B+,61,6
2025-06-04,Jabalpur,Red Cross Blood Bank,B-,17,5
2025-06-04,Jabalpur,Red Cross Blood Bank,AB+,48,4
2025-06-04,Jabalpur,Red Cross Blood Bank,AB-,14,1
2025-06-04,Jabalpur,Red Cross Blood Bank,O+,92,1
2025-06-04,Jabalpur,Red Cross Blood Bank,O-,9,8
2025-06-04,Jabalpur,City Care Blood Bank,A+,68,7
2025-06-04,Jabalpur,City Care Blood Bank,A-,10,0
2025-06-04,Jabalpur,City Care Blood Bank,B+,87,4
2025-06-04,Jabalpur,City Care Blood Bank,B-,9,1
2025-06-04,Jabalpur,City Care Blood Bank,AB+,74,10
2025-06-04,Jabalpur,City Care Blood Bank,AB-,1,10
2025-06-04,Jabalpur,City Care Blood Bank,O+,38,1
2025-06-04,Jabalpur,City Care Blood Bank,O-,13,10
2025-06-04,Jabalpur,LifeLine Blood Center,A+,49,0
2025-06-04,Jabalpur,LifeLine Blood Center,A-,13,8
2025-06-04,Jabalpur,LifeLine Blood Center,B+,83,3
2025-06-04,Jabalpur,LifeLine Blood Center,B-,4,5
2025-06-04,Jabalpur,LifeLine Blood Center,AB+,14,6
2025-06-04,Jabalpur,LifeLine Blood Center,AB-,2,6
2025-06-04,Jabalpur,LifeLine Blood Center,O+,69,6
2025-06-04,Jabalpur,LifeLine Blood Center,O-,7,3
2025-06-04,Jabalpur,Hope Blood Bank,A+,18,10
2025-06-04,Jabalpur,Hope Blood Bank,A-,9,0
2025-06-04,Jabalpur,Hope Blood Bank,B+,81,4
2025-06-04,Jabalpur,Hope Blood Bank,B-,4,5
2025-06-04,Jabalpur,Hope Blood Bank,AB+,64,10
2025-06-04,Jabalpur,Hope Blood Bank,AB-,12,4
2025-06-04,Jabalpur,Hope Blood Bank,O+,78,4
2025-06-04,Jabalpur,Hope Blood Bank,O-,3,5
2025-06-04,Jabalpur,Metro Blood Bank,A+,52,2
2025-06-04,Jabalpur,Metro Blood Bank,A-,15,1
2025-06-04,Jabalpur,Metro Blood Bank,B+,62,4
2025-06-04,Jabalpur,Metro Blood Bank,B-,25,0
2025-06-04,Jabalpur,Metro Blood Bank,AB+,10,10
2025-06-04,Jabalpur,Metro Blood Bank,AB-,5,3
2025-06-04,Jabalpur,Metro Blood Bank,O+,94,4
2025-06-04,Jabalpur,Metro Blood Bank,O-,0,0
2025-06-04,Gwalior,Red Cross Blood Bank,A+,100,9
2025-06-04,Gwalior,Red Cross Blood Bank,A-,16,7
2025-06-04,Gwalior,Red Cross Blood Bank,B+,30,5
2025-06-04,Gwalior,Red Cross Blood Bank,B-,22,0
2025-06-04,Gwalior,Red Cross Blood Bank,AB+,46,8
2025-06-04,Gwalior,Red Cross Blood Bank,AB-,14,5
2025-06-04,Gwalior,Red Cross Blood Bank,O+,64,7
2025-06-04,Gwalior,Red Cross Blood Bank,O-,13,1
2025-06-04,Gwalior,City Care Blood Bank,A+,21,3
2025-06-04,Gwalior,City Care Blood Bank,A-,6,3
2025-06-04,Gwalior,City Care Blood Bank,B+,12,2
2025-06-04,Gwalior,City Care Blood Bank,B-,26,4
2025-06-04,Gwalior,City Care Blood Bank,AB+,30,7
2025-06-04,Gwalior,City Care Blood Bank,AB-,5,6
2025-06-04,Gwalior,City Care Blood Bank,O+,66,1
2025-06-04,Gwalior,City Care Blood Bank,O-,1,0
2025-06-04,Gwalior,LifeLine Blood Center,A+,33,2
2025-06-04,Gwalior,LifeLine Blood Center,A-,11,6
2025-06-04,Gwalior,LifeLine Blood Center,B+,57,3
2025-06-04,Gwalior,LifeLine Blood Center,B-,7,9
2025-06-04,Gwalior,LifeLine Blood Center,AB+,73,2
2025-06-04,Gwalior,LifeLine Blood Center,AB-,4,5
2025-06-04,Gwalior,LifeLine Blood Center,O+,81,5
2025-06-04,Gwalior,LifeLine Blood Center,O-,4,3
2025-06-04,Gwalior,Hope Blood Bank,A+,50,2
2025-06-04,Gwalior,Hope Blood Bank,A-,16,1
2025-06-04,Gwalior,Hope Blood Bank,B+,31,8
2025-06-04,Gwalior,Hope Blood Bank,B-,20,4
2025-06-04,Gwalior,Hope Blood Bank,AB+,14,2
2025-06-04,Gwalior,Hope Blood Bank,AB-,8,10
2025-06-04,Gwalior,Hope Blood Bank,O+,55,7
2025-06-04,Gwalior,Hope Blood Bank,O-,2,4
2025-06-04,Gwalior,Metro Blood Bank,A+,13,10
2025-06-04,Gwalior,Metro Blood Bank,A-,26,7
2025-06-04,Gwalior,Metro Blood Bank,B+,99,10
2025-06-04,Gwalior,Metro Blood Bank,B-,28,10
2025-06-04,Gwalior,Metro Blood Bank,AB+,100,2
2025-06-04,Gwalior,Metro Blood Bank,AB-,2,0
2025-06-04,Gwalior,Metro Blood Bank,O+,25,5
2025-06-04,Gwalior,Metro Blood Bank,O-,11,0
2025-06-04,Ujjain,Red Cross Blood Bank,A+,18,0
2025-06-04,Ujjain,Red Cross Blood Bank,A-,15,2
2025-06-04,Ujjain,Red Cross Blood Bank,B+,67,9
2025-06-04,Ujjain,Red Cross Blood Bank,B-,10,3
2025-06-04,Ujjain,Red Cross Blood Bank,AB+,77,5
2025-06-04,Ujjain,Red Cross Blood Bank,AB-,1,7
2025-06-04,Ujjain,Red Cross Blood Bank,O+,48,10
2025-06-04,Ujjain,Red Cross Blood Bank,O-,10,0
2025-06-04,Ujjain,City Care Blood Bank,A+,36,3
2025-06-04,Ujjain,City Care Blood Bank,A-,18,1
2025-06-04,Ujjain,City Care Blood Bank,B+,47,8
2025-06-04,Ujjain,City Care Blood Bank,B-,6,1
2025-06-04,Ujjain,City Care Blood Bank,AB+,69,5
2025-06-04,Ujjain,City Care Blood Bank,AB-,9,5
2025-06-04,Ujjain,City Care Blood Bank,O+,71,7
2025-06-04,Ujjain,City Care Blood Bank,O-,14,10
2025-06-04,Ujjain,LifeLine Blood Center,A+,46,0
2025-06-04,Ujjain,LifeLine Blood Center,A-,8,1
2025-06-04,Ujjain,LifeLine Blood Center,B+,52,7
2025-06-04,Ujjain,LifeLine Blood Center,B-,13,2
2025-06-04,Ujjain,LifeLine Blood Center,AB+,68,1
2025-06-04,Ujjain,LifeLine Blood Center,AB-,13,4
2025-06-04,Ujjain,LifeLine Blood Center,O+,32,2
2025-06-04,Ujjain,LifeLine Blood Center,O-,8,9
2025-06-04,Ujjain,Hope Blood Bank,A+,55,0
2025-06-04,Ujjain,Hope Blood Bank,A-,20,7
2025-06-04,Ujjain,Hope Blood Bank,B+,11,4
2025-06-04,Ujjain,Hope Blood Bank,B-,8,2
2025-06-04,Ujjain,Hope Blood Bank,AB+,80,7
2025-06-04,Ujjain,Hope Blood Bank,AB-,10,8
2025-06-04,Ujjain,Hope Blood Bank,O+,77,9
2025-06-04,Ujjain,Hope Blood Bank,O-,13,6
2025-06-04,Ujjain,Metro Blood Bank,A+,52,4
2025-06-04,Ujjain,Metro Blood Bank,A-,15,4
2025-06-04,Ujjain,Metro Blood Bank,B+,69,4
2025-06-04,Ujjain,Metro Blood Bank,B-,5,8
2025-06-04,Ujjain,Metro Blood Bank,AB+,56,0
2025-06-04,Ujjain,Metro Blood Bank,AB-,11,7
2025-06-04,Ujjain,Metro Blood Bank,O+,20,8
2025-06-04,Ujjain,Metro Blood Bank,O-,8,9
2025-06-04,Sagar,Red Cross Blood Bank,A+,29,7
2025-06-04,Sagar,Red Cross Blood Bank,A-,19,7
2025-06-04,Sagar,Red Cross Blood Bank,B+,39,0
2025-06-04,Sagar,Red Cross Blood Bank,B-,11,10
2025-06-04,Sagar,Red Cross Blood Bank,AB+,11,7
2025-06-04,Sagar,Red Cross Blood Bank,AB-,2,9
2025-06-04,Sagar,Red Cross Blood Bank,O+,68,3
2025-06-04,Sagar,Red Cross Blood Bank,O-,7,10
2025-06-04,Sagar,City Care Blood Bank,A+,49,0
2025-06-04,Sagar,City Care Blood Bank,A-,5,10
2025-06-04,Sagar,City Care Blood Bank,B+,17,9
2025-06-04,Sagar,City Care Blood Bank,B-,5,7
2025-06-04,Sagar,City Care Blood Bank,AB+,57,9
2025-06-04,Sagar,City Care Blood Bank,AB-,9,10
2025-06-04,Sagar,City Care Blood Bank,O+,59,1
2025-06-04,Sagar,City Care Blood Bank,O-,5,4
2025-06-04,Sagar,LifeLine Blood Center,A+,70,4
2025-06-04,Sagar,LifeLine Blood Center,A-,19,2
2025-06-04,Sagar,LifeLine Blood Center,B+,75,8
2025-06-04,Sagar,LifeLine Blood Center,B-,7,5
2025-06-04,Sagar,LifeLine Blood Center,AB+,33,0
2025-06-04,Sagar,LifeLine Blood Center,AB-,3,10
2025-06-04,Sagar,LifeLine Blood Center,O+,71,1
2025-06-04,Sagar,LifeLine Blood Center,O-,12,5
2025-06-04,Sagar,Hope Blood Bank,A+,12,8
2025-06-04,Sagar,Hope Blood Bank,A-,5,9
2025-06-04,Sagar,Hope Blood Bank,B+,27,5
2025-06-04,Sagar,Hope Blood Bank,B-,22,1
2025-06-04,Sagar,Hope Blood Bank,AB+,15,10
2025-06-04,Sagar,Hope Blood Bank,AB-,10,8
2025-06-04,Sagar,Hope Blood Bank,O+,8,8
2025-06-04,Sagar,Hope Blood Bank,O-,8,6
2025-06-04,Sagar,Metro Blood Bank,A+,17,9
2025-06-04,Sagar,Metro Blood Bank,A-,4,8
2025-06-04,Sagar,Metro Blood Bank,B+,17,8
2025-06-04,Sagar,Metro Blood Bank,B-,7,8
2025-06-04,Sagar,Metro Blood Bank,AB+,82,4
2025-06-04,Sagar,Metro Blood Bank,AB-,15,1
2025-06-04,Sagar,Metro Blood Bank,O+,17,1
2025-06-04,Sagar,Metro Blood Bank,O-,5,4
2025-06-05,Bhopal,Red Cross Blood Bank,A+,57,3
2025-06-05,Bhopal,Red Cross Blood Bank,A-,33,7
2025-06-05,Bhopal,Red Cross Blood Bank,B+,18,6
2025-06-05,Bhopal,Red Cross Blood Bank,B-,12,5
2025-06-05,Bhopal,Red Cross Blood Bank,AB+,35,5
2025-06-05,Bhopal,Red Cross Blood Bank,AB-,1,8
2025-06-05,Bhopal,Red Cross Blood Bank,O+,18,1
2025-06-05,Bhopal,Red Cross Blood Bank,O-,7,1
2025-06-05,Bhopal,City Care Blood Bank,A+,118,5
2025-06-05,Bhopal,City Care Blood Bank,A-,13,10
2025-06-05,Bhopal,City Care Blood Bank,B+,53,0
2025-06-05,Bhopal,City Care Blood Bank,B-,7,5
2025-06-05,Bhopal,City Care Blood Bank,AB+,125,10
2025-06-05,Bhopal,City Care Blood Bank,AB-,2,10
2025-06-05,Bhopal,City Care Blood Bank,O+,95,9
2025-06-05,Bhopal,City Care Blood Bank,O-,8,2
2025-06-05,Bhopal,LifeLine Blood Center,A+,106,9
2025-06-05,Bhopal,LifeLine Blood Center,A-,32,1
2025-06-05,Bhopal,LifeLine Blood Center,B+,85,1
2025-06-05,Bhopal,LifeLine Blood Center,B-,28,0
2025-06-05,Bhopal,LifeLine Blood Center,AB+,102,3
2025-06-05,Bhopal,LifeLine Blood Center,AB-,13,10
2025-06-05,Bhopal,LifeLine Blood Center,O+,40,6
2025-06-05,Bhopal,LifeLine Blood Center,O-,25,2
2025-06-05,Bhopal,Hope Blood Bank,A+,46,2
2025-06-05,Bhopal,Hope Blood Bank,A-,36,6
2025-06-05,Bhopal,Hope Blood Bank,B+,110,2
2025-06-05,Bhopal,Hope Blood Bank,B-,22,8
2025-06-05,Bhopal,Hope Blood Bank,AB+,97,1
2025-06-05,Bhopal,Hope Blood Bank,AB-,18,3
2025-06-05,Bhopal,Hope Blood Bank,O+,12,8
2025-06-05,Bhopal,Hope Blood Bank,O-,5,1
2025-06-05,Bhopal,Metro Blood Bank,A+,80,3
2025-06-05,Bhopal,Metro Blood Bank,A-,18,7
2025-06-05,Bhopal,Metro Blood Bank,B+,101,6
2025-06-05,Bhopal,Metro Blood Bank,B-,10,6
2025-06-05,Bhopal,Metro Blood Bank,AB+,21,10
2025-06-05,Bhopal,Metro Blood Bank,AB-,12,1
2025-06-05,Bhopal,Metro Blood Bank,O+,45,6
2025-06-05,Bhopal,Metro Blood Bank,O-,8,9
2025-06-05,Indore,Red Cross Blood Bank,A+,80,4
2025-06-05,Indore,Red Cross Blood Bank,A-,36,6
2025-06-05,Indore,Red Cross Blood Bank,B+,103,0
2025-06-05,Indore,Red Cross Blood Bank,B-,28,6
2025-06-05,Indore,Red Cross Blood Bank,AB+,62,1
2025-06-05,Indore,Red Cross Blood Bank,AB-,7,6
2025-06-05,Indore,Red Cross Blood Bank,O+,20,0
2025-06-05,Indore,Red Cross Blood Bank,O-,21,5
2025-06-05,Indore,City Care Blood Bank,A+,94,8
2025-06-05,Indore,City Care Blood Bank,A-,18,9
2025-06-05,Indore,City Care Blood Bank,B+,76,3
2025-06-05,Indore,City Care Blood Bank,B-,9,5
2025-06-05,Indore,City Care Blood Bank,AB+,62,7
2025-06-05,Indore,City Care Blood Bank,AB-,19,10
2025-06-05,Indore,City Care Blood Bank,O+,118,5
2025-06-05,Indore,City Care Blood Bank,O-,13,4
2025-06-05,Indore,LifeLine Blood Center,A+,64,6
2025-06-05,Indore,LifeLine Blood Center,A-,18,9
2025-06-05,Indore,LifeLine Blood Center,B+,48,1
2025-06-05,Indore,LifeLine Blood Center,B-,25,5
2025-06-05,Indore,LifeLine Blood Center,AB+,48,2
2025-06-05,Indore,LifeLine Blood Center,AB-,8,3
2025-06-05,Indore,LifeLine Blood Center,O+,27,10
2025-06-05,Indore,LifeLine Blood Center,O-,19,10
2025-06-05,Indore,Hope Blood Bank,A+,116,0
2025-06-05,Indore,Hope Blood Bank,A-,9,7
2025-06-05,Indore,Hope Blood Bank,B+,12,0
2025-06-05,Indore,Hope Blood Bank,B-,27,5
2025-06-05,Indore,Hope Blood Bank,AB+,36,7
2025-06-05,Indore,Hope Blood Bank,AB-,16,2
2025-06-05,Indore,Hope Blood Bank,O+,116,1
2025-06-05,Indore,Hope Blood Bank,O-,24,2
2025-06-05,Indore,Metro Blood Bank,A+,61,3
2025-06-05,Indore,Metro Blood Bank,A-,27,5
2025-06-05,Indore,Metro Blood Bank,B+,12,9
2025-06-05,Indore,Metro Blood Bank,B-,18,0
2025-06-05,Indore,Metro Blood Bank,AB+,81,4
2025-06-05,Indore,Metro Blood Bank,AB-,14,9
2025-06-05,Indore,Metro Blood Bank,O+,90,9
2025-06-05,Indore,Metro Blood Bank,O-,16,2
2025-06-05,Jabalpur,Red Cross Blood Bank,A+,73,0
2025-06-05,Jabalpur,Red Cross Blood Bank,A-,10,9
2025-06-05,Jabalpur,Red Cross Blood Bank,B+,63,2
2025-06-05,Jabalpur,Red Cross Blood Bank,B-,23,4
2025-06-05,Jabalpur,Red Cross Blood Bank,AB+,65,4
2025-06-05,Jabalpur,Red Cross Blood Bank,AB-,8,7
2025-06-05,Jabalpur,Red Cross Blood Bank,O+,67,1
2025-06-05,Jabalpur,Red Cross Blood Bank,O-,13,6
2025-06-05,Jabalpur,City Care Blood Bank,A+,90,6
2025-06-05,Jabalpur,City Care Blood Bank,A-,10,5
2025-06-05,Jabalpur,City Care Blood Bank,B+,28,8
2025-06-05,Jabalpur,City Care Blood Bank,B-,15,0
2025-06-05,Jabalpur,City Care Blood Bank,AB+,80,6
2025-06-05,Jabalpur,City Care Blood Bank,AB-,17,9
2025-06-05,Jabalpur,City Care Blood Bank,O+,91,7
2025-06-05,Jabalpur,City Care Blood Bank,O-,16,2
2025-06-05,Jabalpur,LifeLine Blood Center,A+,31,4
2025-06-05,Jabalpur,LifeLine Blood Center,A-,8,7
2025-06-05,Jabalpur,LifeLine Blood Center,B+,16,2
2025-06-05,Jabalpur,LifeLine Blood Center,B-,18,5
2025-06-05,Jabalpur,LifeLine Blood Center,AB+,45,8
2025-06-05,Jabalpur,LifeLine Blood Center,AB-,14,4
2025-06-05,Jabalpur,LifeLine Blood Center,O+,21,7
2025-06-05,Jabalpur,LifeLine Blood Center,O-,10,7
2025-06-05,Jabalpur,Hope Blood Bank,A+,39,0
2025-06-05,Jabalpur,Hope Blood Bank,A-,24,9
2025-06-05,Jabalpur,Hope Blood Bank,B+,9,0
2025-06-05,Jabalpur,Hope Blood Bank,B-,17,0
2025-06-05,Jabalpur,Hope Blood Bank,AB+,85,4
2025-06-05,Jabalpur,Hope Blood Bank,AB-,3,1
2025-06-05,Jabalpur,Hope Blood Bank,O+,14,7
2025-06-05,Jabalpur,Hope Blood Bank,O-,13,9
2025-06-05,Jabalpur,Metro Blood Bank,A+,72,7
2025-06-05,Jabalpur,Metro Blood Bank,A-,11,5
2025-06-05,Jabalpur,Metro Blood Bank,B+,68,6
2025-06-05,Jabalpur,Metro Blood Bank,B-,4,1
2025-06-05,Jabalpur,Metro Blood Bank,AB+,86,5
2025-06-05,Jabalpur,Metro Blood Bank,AB-,19,2
2025-06-05,Jabalpur,Metro Blood Bank,O+,64,2
2025-06-05,Jabalpur,Metro Blood Bank,O-,10,0
2025-06-05,Gwalior,Red Cross Blood Bank,A+,16,10
2025-06-05,Gwalior,Red Cross Blood Bank,A-,7,6
2025-06-05,Gwalior,Red Cross Blood Bank,B+,17,3
2025-06-05,Gwalior,Red Cross Blood Bank,B-,27,2
2025-06-05,Gwalior,Red Cross Blood Bank,AB+,82,9
2025-06-05,Gwalior,Red Cross Blood Bank,AB-,4,2
2025-06-05,Gwalior,Red Cross Blood Bank,O+,34,0
2025-06-05,Gwalior,Red Cross Blood Bank,O-,11,0
2025-06-05,Gwalior,City Care Blood Bank,A+,42,0
2025-06-05,Gwalior,City Care Blood Bank,A-,6,0
2025-06-05,Gwalior,City Care Blood Bank,B+,50,7
2025-06-05,Gwalior,City Care Blood Bank,B-,11,7
2025-06-05,Gwalior,City Care Blood Bank,AB+,36,10
2025-06-05,Gwalior,City Care Blood Bank,AB-,20,7
2025-06-05,Gwalior,City Care Blood Bank,O+,95,8
2025-06-05,Gwalior,City Care Blood Bank,O-,14,10
2025-06-05,Gwalior,LifeLine Blood Center,A+,50,10
2025-06-05,Gwalior,LifeLine Blood Center,A-,19,3
2025-06-05,Gwalior,LifeLine Blood Center,B+,50,9
2025-06-05,Gwalior,LifeLine Blood Center,B-,27,0
2025-06-05,Gwalior,LifeLine Blood Center,AB+,89,7
2025-06-05,Gwalior,LifeLine Blood Center,AB-,0,0
2025-06-05,Gwalior,LifeLine Blood Center,O+,79,2
2025-06-05,Gwalior,LifeLine Blood Center,O-,5,0
2025-06-05,Gwalior,Hope Blood Bank,A+,54,6
2025-06-05,Gwalior,Hope Blood Bank,A-,7,6
2025-06-05,Gwalior,Hope Blood Bank,B+,24,5
2025-06-05,Gwalior,Hope Blood Bank,B-,14,7
2025-06-05,Gwalior,Hope Blood Bank,AB+,74,8
2025-06-05,Gwalior,Hope Blood Bank,AB-,3,3
2025-06-05,Gwalior,Hope Blood Bank,O+,71,9
